date,price,unitsordered,sales,cogs,fba,reffee,adspend,profit,comp_1_price,comp_2_price,comp_data_min_price,comp_data_max_price,managed_fba_stock_level,min_price,max_price
1/1/2022,31.89,9,287,113,71,43,0,60,29.99,41.39,29.99,41.39,,26.99,32.99
1/2/2022,31.89,12,383,150,95,57,0,81,29.99,41.39,29.99,41.39,,26.99,32.99
1/3/2022,31.49,39,1228,489,308,184,0,247,29.99,41.39,29.99,41.39,,26.99,32.99
1/4/2022,29.89,35,1046,439,277,157,0,173,29.99,41.39,29.99,41.39,,26.99,32.99
1/5/2022,31.79,47,1494,589,372,224,0,309,29.99,41.39,29.99,41.39,,26.99,32.99
1/6/2022,31.79,56,1780,702,443,267,0,368,29.99,41.39,29.99,41.39,,26.99,32.99
1/7/2022,31.89,22,702,276,174,105,0,147,29.99,41.39,29.99,41.39,,26.99,32.99
1/8/2022,31.89,8,255,100,63,38,0,54,29.99,41.39,29.99,41.39,,26.99,32.99
1/9/2022,31.99,5,160,63,40,24,0,33,29.99,41.39,29.99,41.39,,26.99,32.99
1/10/2022,31.79,30,954,376,237,143,0,198,29.99,41.39,29.99,41.39,,26.99,32.99
1/11/2022,31.69,45,1426,564,356,214,0,292,29.99,41.39,29.99,41.39,,26.99,32.99
1/12/2022,31.69,36,1141,451,285,171,0,234,29.99,41.39,29.99,41.39,,26.99,32.99
1/13/2022,31.59,26,821,326,206,123,0,166,29.99,41.39,29.99,41.39,,26.99,32.99
1/14/2022,31.79,25,795,313,198,119,0,165,29.99,41.39,29.99,41.39,,26.99,32.99
1/15/2022,31.99,7,224,88,55,34,0,47,29.99,41.39,29.99,41.39,,26.99,32.99
1/16/2022,31.99,7,224,88,55,34,0,47,29.99,41.39,29.99,41.39,,26.99,32.99
1/17/2022,30.89,34,1050,426,269,158,0,197,29.99,41.39,29.99,41.39,,26.99,32.99
1/18/2022,31.89,25,797,313,198,120,0,166,29.99,41.39,29.99,41.39,,26.99,32.99
1/19/2022,31.69,32,1014,401,253,152,0,208,29.99,41.39,29.99,41.39,,26.99,32.99
1/20/2022,31.79,40,1272,501,316,191,0,264,29.99,41.39,29.99,41.39,,26.99,32.99
1/21/2022,31.69,38,1204,476,301,181,0,246,29.99,41.39,29.99,41.39,,26.99,32.99
1/22/2022,31.99,5,160,63,40,24,0,33,29.99,41.39,29.99,41.39,,26.99,32.99
1/23/2022,31.99,16,512,200,127,77,0,108,29.99,41.39,29.99,41.39,,26.99,32.99
1/24/2022,31.79,44,1399,551,348,210,0,290,29.99,41.39,29.99,41.39,,26.99,32.99
1/25/2022,31.69,36,1141,451,285,171,0,234,29.99,41.39,29.99,41.39,,26.99,32.99
1/26/2022,31.59,21,663,263,166,99,0,135,29.99,41.39,29.99,41.39,,26.99,32.99
1/27/2022,31.69,34,1077,426,269,162,0,220,29.99,41.39,29.99,41.39,,26.99,32.99
1/28/2022,31.59,56,1769,702,443,265,0,359,29.99,41.39,29.99,41.39,,26.99,32.99
1/29/2022,31.99,2,64,25,16,10,0,13,29.99,41.39,29.99,41.39,,26.99,32.99
1/30/2022,31.99,16,512,200,127,77,0,108,29.99,41.39,29.99,41.39,,26.99,32.99
1/31/2022,31.59,38,1200,476,301,180,0,243,29.99,40,29.99,40,,26.99,32.99
2/1/2022,31.79,38,1208,476,301,181,0,250,29.99,40,29.99,40,,26.99,32.99
2/2/2022,31.69,36,1141,451,285,171,0,234,29.99,40,29.99,40,,26.99,32.99
2/3/2022,31.59,20,632,251,158,95,0,128,29.99,40,29.99,40,,26.99,32.99
2/4/2022,31.79,14,445,175,111,67,0,92,29.99,40,29.99,40,,26.99,32.99
2/5/2022,31.99,7,224,88,55,34,0,47,29.99,40,29.99,40,,26.99,32.99
2/6/2022,28.39,9,256,113,71,38,0,34,29.99,40,29.99,40,,26.99,32.99
2/7/2022,31.69,28,887,351,221,133,0,182,29.99,40,29.99,40,,26.99,32.99
2/8/2022,31.79,27,858,338,214,129,0,177,29.99,40,29.99,40,,26.99,32.99
2/9/2022,31.79,29,922,363,229,138,0,192,29.99,40,29.99,40,,26.99,32.99
2/10/2022,31.39,26,816,326,206,122,0,162,29.99,40,29.99,40,,26.99,32.99
2/11/2022,31.69,18,570,226,142,86,0,116,29.99,40,29.99,40,,26.99,32.99
2/12/2022,31.99,7,224,88,55,34,0,47,29.99,40,29.99,40,,26.99,32.99
2/13/2022,31.99,28,896,351,221,134,0,190,29.99,40,29.99,40,,26.99,32.99
2/14/2022,30.49,28,854,351,221,128,0,154,29.99,41.39,29.99,41.39,,26.99,32.99
2/15/2022,31.79,31,985,388,245,148,0,204,29.99,41.39,29.99,41.39,,26.99,32.99
2/16/2022,31.79,36,1144,451,285,172,0,236,29.99,41.39,29.99,41.39,,26.99,32.99
2/17/2022,31.89,23,733,288,182,110,0,153,29.99,41.39,29.99,41.39,,26.99,32.99
2/18/2022,31.69,14,444,175,111,67,0,91,29.99,41.39,29.99,41.39,,26.99,32.99
2/19/2022,28.89,28,809,351,221,121,0,116,29.99,41.39,29.99,41.39,,26.99,32.99
2/20/2022,32.39,7,227,88,55,34,0,50,29.99,41.39,29.99,41.39,,26.99,32.99
2/21/2022,32.49,28,910,351,221,136,0,202,29.99,41.39,29.99,41.39,,26.99,32.99
2/22/2022,30.69,44,1350,551,348,202,0,249,29.99,41.39,29.99,41.39,,26.99,32.99
2/23/2022,31.59,27,853,338,214,128,0,173,29.99,41.39,29.99,41.39,,26.99,32.99
2/24/2022,31.49,30,945,376,237,142,0,190,29.99,41.39,29.99,41.39,,26.99,32.99
2/25/2022,30.99,24,744,301,190,112,0,141,29.99,41.39,29.99,41.39,,26.99,32.99
2/26/2022,30.99,6,186,75,47,28,0,36,29.99,41.39,29.99,41.39,,26.99,32.99
2/27/2022,21.09,15,316,188,119,47,0,-38,29.99,41.39,29.99,41.39,,26.99,32.99
2/28/2022,30.99,50,1550,626,396,232,0,296,29.99,41.39,29.99,41.39,,26.99,32.99
3/1/2022,30.99,59,1828,739,467,274,0,348,29.99,41.39,29.99,41.39,,26.99,32.99
3/2/2022,30.99,42,1302,526,332,195,0,249,29.99,41.39,29.99,41.39,,26.99,32.99
3/3/2022,30.99,44,1364,551,348,205,0,260,29.99,41.39,29.99,41.39,,26.99,32.99
3/4/2022,30.99,22,682,276,174,102,0,130,29.99,41.39,29.99,41.39,,26.99,32.99
3/5/2022,30.99,4,124,50,32,19,0,23,29.99,41.39,29.99,41.39,,26.99,32.99
3/6/2022,30.99,11,341,138,87,51,0,65,29.99,41.39,29.99,41.39,,26.99,32.99
3/7/2022,30.99,31,961,388,245,144,0,184,29.99,41.39,29.99,41.39,,26.99,32.99
3/8/2022,30.99,26,806,326,206,121,0,153,29.99,41.39,29.99,41.39,,26.99,32.99
3/9/2022,30.99,38,1178,476,301,177,0,224,29.99,41.39,29.99,41.39,,26.99,32.99
3/10/2022,30.99,73,2262,915,577,339,32,399,29.99,41.39,29.99,41.39,,26.99,32.99
3/11/2022,30.99,14,434,175,111,65,19,64,29.99,41.39,29.99,41.39,,26.99,32.99
3/12/2022,30.99,9,279,113,71,42,15,38,29.99,41.39,29.99,41.39,,26.99,32.99
3/13/2022,30.99,8,248,100,63,37,19,29,29.99,41.39,29.99,41.39,,26.99,32.99
3/14/2022,30.99,30,930,376,237,140,20,157,29.99,41.39,29.99,41.39,,26.99,32.99
3/15/2022,30.99,50,1550,626,396,232,50,246,29.99,41.39,29.99,41.39,,26.99,32.99
3/16/2022,30.99,26,806,326,206,121,28,125,29.99,41.39,29.99,41.39,,26.99,32.99
3/17/2022,30.19,65,1962,814,514,294,33,307,29.99,41.39,29.99,41.39,,26.99,32.99
3/18/2022,29.79,35,1043,439,277,156,17,154,29.99,41.39,29.99,41.39,,26.99,32.99
3/19/2022,29.99,7,210,88,55,32,14,21,29.99,41.39,29.99,41.39,,26.99,32.99
3/20/2022,29.89,20,598,251,158,90,4,95,29.99,41.39,29.99,41.39,,26.99,32.99
3/21/2022,29.49,29,855,363,229,128,37,98,29.99,59.98,29.99,59.98,,26.99,32.99
3/22/2022,29.79,33,983,413,261,147,39,123,29.99,59.98,29.99,59.98,,26.99,32.99
3/23/2022,29.79,27,804,338,214,121,41,90,29.99,59.98,29.99,59.98,,26.99,32.99
3/24/2022,29.69,21,623,263,166,93,35,66,29.99,59.98,29.99,59.98,,26.99,32.99
3/25/2022,29.79,32,953,401,253,143,29,127,29.99,59.98,29.99,59.98,,26.99,32.99
3/26/2022,29.79,9,268,113,71,40,3,41,29.99,59.98,29.99,59.98,,26.99,32.99
3/27/2022,29.99,5,150,63,40,22,3,22,29.99,59.98,29.99,59.98,,26.99,32.99
3/28/2022,29.89,12,359,150,95,54,32,28,29.99,59.98,29.99,59.98,,26.99,32.99
3/29/2022,29.69,19,564,238,150,85,20,71,29.99,59.98,29.99,59.98,,26.99,32.99
3/30/2022,29.79,30,894,376,237,134,35,112,29.99,59.98,29.99,59.98,,26.99,32.99
3/31/2022,29.79,21,626,263,166,94,17,86,29.99,59.98,29.99,59.98,,26.99,32.99
4/1/2022,29.89,43,1285,539,340,193,34,179,29.99,59.98,29.99,59.98,,26.99,32.99
4/2/2022,29.99,21,630,263,166,94,7,100,29.99,59.98,29.99,59.98,,26.99,32.99
4/3/2022,29.79,7,209,88,55,31,8,27,29.99,59.98,29.99,59.98,,26.99,32.99
4/4/2022,29.79,62,1847,777,490,277,34,269,29.99,59.98,29.99,59.98,,26.99,32.99
4/5/2022,29.29,54,1582,677,427,237,29,212,29.99,59.98,29.99,59.98,,26.99,32.99
4/6/2022,29.89,25,747,313,198,112,21,103,29.99,59.98,29.99,59.98,,26.99,32.99
4/7/2022,29.89,59,1764,739,467,265,45,248,29.99,59.98,29.99,59.98,,26.99,32.99
4/8/2022,28.69,24,689,301,190,103,16,79,29.99,59.98,29.99,59.98,,26.99,32.99
4/9/2022,29.89,14,418,175,111,63,4,65,29.99,59.98,29.99,59.98,,26.99,32.99
4/10/2022,29.99,5,150,63,40,22,7,18,29.99,59.98,29.99,59.98,,26.99,32.99
4/11/2022,29.89,49,1465,614,388,220,38,205,29.99,59.98,29.99,59.98,,26.99,32.99
4/12/2022,29.49,29,855,363,229,128,23,112,29.99,59.98,29.99,59.98,,26.99,32.99
4/13/2022,29.89,30,897,376,237,135,38,111,29.99,59.98,29.99,59.98,,26.99,32.99
4/14/2022,29.79,27,804,338,214,121,48,83,29.99,59.98,29.99,59.98,,26.99,32.99
4/15/2022,28.49,23,655,288,182,98,28,59,29.99,59.98,29.99,59.98,,26.99,32.99
4/16/2022,29.89,10,299,125,79,45,7,43,29.99,59.98,29.99,59.98,,26.99,32.99
4/17/2022,29.99,3,90,38,24,14,9,5,29.99,59.98,29.99,59.98,,26.99,32.99
4/18/2022,29.89,35,1046,439,277,157,28,145,29.99,59.98,29.99,59.98,1967,26.99,32.99
4/19/2022,29.99,42,1260,526,332,189,23,190,29.99,59.98,29.99,59.98,1967,26.99,32.99
4/20/2022,29.59,39,1154,489,308,173,44,140,29.99,59.98,29.99,59.98,2207,26.99,32.99
4/21/2022,26.59,38,1010,476,301,152,61,20,29.99,59.98,29.99,59.98,2189,26.99,32.99
4/22/2022,29.99,30,900,376,237,135,35,117,29.99,59.98,29.99,59.98,2141,26.99,32.99
4/23/2022,29.99,2,60,25,16,9,10,0,29.99,59.98,29.99,59.98,1693,26.99,32.99
4/24/2022,29.99,5,150,63,40,22,0,25,29.99,59.98,29.99,59.98,1854,26.99,32.99
4/25/2022,29.29,53,1552,664,419,233,33,203,29.99,59.98,29.99,59.98,1839,26.99,32.99
4/26/2022,29.89,21,628,263,166,94,25,80,29.99,59.98,29.99,59.98,1828,26.99,32.99
4/27/2022,29.69,46,1366,576,364,205,71,150,29.99,59.98,29.99,59.98,1817,26.99,32.99
4/28/2022,29.89,60,1793,752,475,269,51,246,29.99,59.98,29.99,59.98,1799,26.99,32.99
4/29/2022,29.89,27,807,338,214,121,38,96,29.99,59.98,29.99,59.98,1959,26.99,32.99
4/30/2022,29.99,2,60,25,16,9,3,7,29.99,59.98,29.99,59.98,1926,26.99,32.99
5/1/2022,29.89,25,747,313,198,112,4,120,29.99,59.98,29.99,59.98,1858,26.99,32.99
5/2/2022,29.69,31,920,388,245,138,28,121,29.99,59.98,29.99,59.98,1833,26.99,32.99
5/3/2022,29.89,40,1196,501,316,179,64,136,29.99,59.98,29.99,59.98,1817,26.99,32.99
5/4/2022,29.89,55,1644,689,435,247,43,230,29.99,59.98,29.99,59.98,1810,26.99,32.99
5/5/2022,29.69,42,1247,526,332,187,74,128,29.99,59.98,29.99,59.98,1784,26.99,32.99
5/6/2022,29.89,47,1405,589,372,211,34,199,29.99,59.98,29.99,59.98,1755,26.99,32.99
5/7/2022,29.99,26,780,326,206,117,14,117,29.99,59.98,29.99,59.98,1709,26.99,32.99
5/8/2022,29.89,7,209,88,55,31,27,8,29.99,59.98,29.99,59.98,1665,26.99,32.99
5/9/2022,29.79,56,1668,702,443,250,78,195,30.99,59.98,30.99,59.98,1634,26.99,32.99
5/10/2022,29.89,35,1046,439,277,157,88,85,30.99,59.98,30.99,59.98,1609,26.99,32.99
5/11/2022,26.79,50,1340,626,396,201,58,59,30.99,59.98,30.99,59.98,1573,26.99,32.99
5/12/2022,28.99,33,957,413,261,144,44,95,30.99,59.98,30.99,59.98,1542,26.99,32.99
5/13/2022,29.79,19,566,238,150,85,33,60,30.99,59.98,30.99,59.98,1503,26.99,32.99
5/14/2022,29.99,24,720,301,190,108,14,107,30.99,59.98,30.99,59.98,1461,26.99,32.99
5/15/2022,29.89,13,389,163,103,58,3,62,30.99,59.98,30.99,59.98,1419,26.99,32.99
5/16/2022,28.79,74,2130,927,585,320,43,255,30.99,59.98,30.99,59.98,1390,26.99,32.99
5/17/2022,29.69,54,1603,677,427,240,52,207,30.99,59.98,30.99,59.98,1373,26.99,32.99
5/18/2022,29.79,43,1281,539,340,192,71,139,30.99,59.98,30.99,59.98,1346,26.99,32.99
5/19/2022,29.59,56,1657,702,443,249,40,223,30.99,59.98,30.99,59.98,1299,26.99,32.99
5/20/2022,29.89,24,717,301,190,108,38,80,30.99,59.98,30.99,59.98,1252,26.99,32.99
5/21/2022,29.99,25,750,313,198,112,6,121,30.99,59.98,30.99,59.98,1194,26.99,32.99
5/22/2022,29.99,4,120,50,32,18,4,16,30.99,59.98,30.99,59.98,1328,26.99,32.99
5/23/2022,29.89,23,687,288,182,103,35,79,30.99,59.98,30.99,59.98,1314,26.99,32.99
5/24/2022,29.89,38,1136,476,301,170,60,129,30.99,59.98,30.99,59.98,1314,26.99,32.99
5/25/2022,29.79,37,1102,464,293,165,38,142,30.99,59.98,30.99,59.98,1266,26.99,32.99
5/26/2022,29.59,27,799,338,214,120,62,65,30.99,59.98,30.99,59.98,1247,26.99,32.99
5/27/2022,29.89,27,807,338,214,121,34,100,30.99,59.98,30.99,59.98,1227,26.99,32.99
5/28/2022,29.99,5,150,63,40,22,0,25,30.99,59.98,30.99,59.98,1182,26.99,32.99
5/29/2022,29.99,26,780,326,206,117,5,126,30.99,59.98,30.99,59.98,1153,26.99,32.99
5/30/2022,29.99,3,90,38,24,14,2,12,30.99,59.98,30.99,59.98,1114,26.99,32.99
5/31/2022,29.09,38,1105,476,301,166,23,139,30.99,59.98,30.99,59.98,1605,26.99,32.99
6/1/2022,27.99,51,1427,639,403,214,73,98,30.99,59.98,30.99,59.98,1589,26.99,32.99
6/2/2022,29.19,69,2014,865,546,302,62,239,30.99,59.98,30.99,59.98,1579,26.99,32.99
6/3/2022,29.89,59,1764,739,467,265,56,237,30.99,59.98,30.99,59.98,1563,26.99,32.99
6/4/2022,29.99,31,930,388,245,140,0,157,30.99,59.98,30.99,59.98,1518,26.99,32.99
6/5/2022,29.99,26,780,326,206,117,5,126,30.99,59.98,30.99,59.98,1460,26.99,32.99
6/6/2022,29.89,37,1106,464,293,166,35,148,30.99,59.98,30.99,59.98,1440,26.99,32.99
6/7/2022,29.79,35,1043,439,277,156,35,136,30.99,59.98,30.99,59.98,1377,26.99,32.99
6/8/2022,29.89,62,1853,777,490,278,86,222,30.99,59.98,30.99,59.98,1332,26.99,32.99
6/9/2022,29.79,29,864,363,229,130,18,124,30.99,59.98,30.99,59.98,1296,26.99,32.99
6/10/2022,29.99,21,630,263,166,94,34,73,30.75,59.98,30.75,59.98,1248,26.99,32.99
6/11/2022,29.69,4,119,50,32,18,3,16,30.75,59.98,30.75,59.98,1204,26.99,32.99
6/12/2022,29.99,29,870,363,229,130,2,146,30.75,59.98,30.75,59.98,1185,26.99,32.99
6/13/2022,28.69,37,1062,464,293,159,36,110,30.75,59.98,30.75,59.98,1172,26.99,32.99
6/14/2022,29.89,26,777,326,206,117,42,86,30.75,59.98,30.75,59.98,1135,26.99,32.99
6/15/2022,29.79,38,1132,476,301,170,48,137,30.75,59.98,30.75,59.98,1118,26.99,32.99
6/16/2022,29.39,31,911,388,245,137,33,108,30.75,59.98,30.75,59.98,1085,26.99,32.99
6/17/2022,29.79,19,566,238,150,85,40,53,30.75,59.98,30.75,59.98,1054,26.99,32.99
6/18/2022,29.99,4,120,50,32,18,0,20,30.75,59.98,30.75,59.98,1118,26.99,32.99
6/19/2022,29.99,8,240,100,63,36,0,41,30.75,59.98,30.75,59.98,1086,26.99,32.99
6/20/2022,29.89,42,1255,526,332,188,48,161,30.99,59.98,30.99,59.98,1080,26.99,32.99
6/21/2022,29.89,51,1524,639,403,229,48,205,30.99,59.98,30.99,59.98,1057,26.99,32.99
6/22/2022,29.79,33,983,413,261,147,62,100,30.99,59.98,30.99,59.98,1117,26.99,32.99
6/23/2022,29.69,29,861,363,229,129,60,80,30.99,59.98,30.99,59.98,1050,26.99,32.99
6/24/2022,29.89,12,359,150,95,54,21,39,30.99,59.98,30.99,59.98,1012,26.99,32.99
6/25/2022,29.99,4,120,50,32,18,6,14,30.99,59.98,30.99,59.98,993,26.99,32.99
6/26/2022,29.99,25,750,313,198,112,0,127,30.99,59.98,30.99,59.98,983,26.99,32.99
6/27/2022,29.89,34,1016,426,269,152,49,120,30.99,59.98,30.99,59.98,975,26.99,32.99
6/28/2022,29.79,45,1341,564,356,201,60,160,30.99,59.98,30.99,59.98,952,26.99,32.99
6/29/2022,29.89,28,837,351,221,126,67,72,30.99,59.98,30.99,59.98,914,26.99,32.99
6/30/2022,29.79,51,1519,639,403,228,57,192,30.99,59.98,30.99,59.98,885,26.99,32.99
7/1/2022,29.69,31,920,388,245,138,32,117,30.99,59.98,30.99,59.98,839,26.99,32.99
7/2/2022,29.99,3,90,38,24,14,2,12,30.99,59.98,30.99,59.98,807,26.99,32.99
7/3/2022,29.99,1,30,13,8,4,0,5,30.99,59.98,30.99,59.98,775,26.99,32.99
7/4/2022,29.89,12,359,150,95,54,4,56,30.99,59.98,30.99,59.98,757,26.99,32.99
7/5/2022,29.59,52,1539,652,411,231,82,163,30.99,59.98,30.99,59.98,735,26.99,32.99
7/6/2022,29.69,51,1514,639,403,227,72,173,30.99,59.98,30.99,59.98,735,26.99,32.99
7/7/2022,29.89,54,1614,677,427,242,74,194,30.99,59.98,30.99,59.98,704,26.99,32.99
7/8/2022,29.89,58,1734,727,459,260,35,253,30.99,59.98,30.99,59.98,657,26.99,32.99
7/9/2022,29.79,5,149,63,40,22,2,22,30.99,59.98,30.99,59.98,615,26.99,32.99
7/10/2022,29.79,33,983,413,261,147,0,162,30.99,59.98,30.99,59.98,567,26.99,32.99
7/11/2022,29.89,37,1106,464,293,166,55,128,30.99,59.98,30.99,59.98,960,26.99,32.99
7/12/2022,29.39,60,1763,752,475,264,62,210,30.99,59.98,30.99,59.98,939,26.99,32.99
7/13/2022,29.89,34,1016,426,269,152,63,106,30.99,59.98,30.99,59.98,895,26.99,32.99
7/14/2022,29.89,26,777,326,206,117,79,49,30.99,59.98,30.99,59.98,873,26.99,32.99
7/15/2022,28.79,28,806,351,221,121,43,70,30.99,59.98,30.99,59.98,856,26.99,32.99
7/16/2022,29.99,6,180,75,47,27,2,29,30.99,59.98,30.99,59.98,835,26.99,32.99
7/17/2022,29.99,7,210,88,55,32,1,34,30.99,59.98,30.99,59.98,809,26.99,32.99
7/18/2022,29.59,39,1154,489,308,173,35,149,30.99,59.98,30.99,59.98,785,26.99,32.99
7/19/2022,29.89,40,1196,501,316,179,40,160,30.99,59.98,30.99,59.98,733,26.99,32.99
7/20/2022,29.09,41,1193,514,324,179,51,125,30.99,59.98,30.99,59.98,695,26.99,32.99
7/21/2022,29.69,23,683,288,182,102,57,54,30.99,59.98,30.99,59.98,660,26.99,32.99
7/22/2022,28.79,28,806,351,221,121,29,84,30.99,59.98,30.99,59.98,620,26.99,32.99
7/23/2022,29.79,6,179,75,47,27,2,28,30.99,59.98,30.99,59.98,575,26.99,32.99
7/24/2022,19.99,3,60,38,24,9,1,-12,30.99,59.98,30.99,59.98,553,26.99,32.99
7/25/2022,29.79,30,894,376,237,134,68,79,30.99,59.98,30.99,59.98,527,26.99,32.99
7/26/2022,29.89,60,1793,752,475,269,62,235,30.99,59.98,30.99,59.98,544,26.99,32.99
7/27/2022,29.59,24,710,301,190,106,57,56,30.99,59.98,30.99,59.98,496,26.99,32.99
