comp_1_price,comp_2_price,managed_fba_stock_level,weekday,quarter,is_holiday,diff_price_comp_1,ratio_price_comp_1,diff_price_comp_2,ratio_price_comp_2,previous_stock,previous_unitsordered,storage_loss,avg_unitsordered_7days,avg_price_7days,adspend
29.99,53.94,2304,3,3,0,2.1,1.075295805,26.05,1.934026533,2330,45,0.577777778,22.28571429,27.83285714,57
29.99,53.94,2262,4,3,0,2.1,1.075295805,26.05,1.934026533,2304,32,1.3125,22.28571429,27.84714286,16
29.99,53.94,2228,5,3,0,2,1.071454091,25.95,1.927116827,2262,10,3.4,21.57142857,27.84714286,31
29.99,53.94,2221,6,3,0,2,1.071454091,25.95,1.927116827,2228,9,0.777777778,25.14285714,27.87571429,23
29.99,53.94,2185,0,3,0,2.4,1.086988039,26.35,1.95505618,2221,29,1.24137931,27.14285714,27.83285714,37
29.99,53.94,2166,1,3,0,2.1,1.075295805,26.05,1.934026533,2185,36,0.527777778,28.14285714,27.83285714,55
29.99,53.94,2142,2,3,0,2.7,1.09893734,26.65,1.976548186,2166,36,0.666666667,24.71428571,27.79,27
29.99,53.94,2101,3,3,0,2.1,1.075295805,26.05,1.934026533,2142,21,1.952380952,23.85714286,27.79,51
29.99,53.94,2071,4,3,0,2.3,1.083062477,26.25,1.947995666,2101,26,1.153846154,24.71428571,27.76142857,26
29.99,53.94,2060,5,3,0,2,1.071454091,25.95,1.927116827,2071,16,0.6875,24.71428571,27.76142857,6
29.99,53.94,2045,6,3,0,2.1,1.075295805,26.05,1.934026533,2060,9,1.666666667,22,27.74714286,26
29.99,53.94,2031,0,3,0,2.3,1.083062477,26.25,1.947995666,2045,10,1.4,19.28571429,27.76142857,40
29.99,53.94,2013,1,3,0,2.3,1.083062477,26.25,1.947995666,2031,17,1.058823529,18.14285714,27.73285714,44
29.99,53.94,1988,2,3,0,2.5,1.090942161,26.45,1.962168061,2013,28,0.892857143,19.14285714,27.76142857,54
29.99,53.94,1957,3,3,0,2.1,1.075295805,26.05,1.934026533,1988,28,1.107142857,18.85714286,27.76142857,20
29.99,53.94,1931,4,3,0,2.2,1.079165167,26.15,1.940985966,1957,24,1.083333333,18.42857143,27.77571429,29
29.99,53.94,1919,5,3,0,2,1.071454091,25.95,1.927116827,1931,13,0.923076923,18.28571429,27.77571429,24
29.99,53.94,1901,6,3,0,2,1.071454091,25.95,1.927116827,1919,8,2.25,21.14285714,27.79,17
29.99,53.94,1878,0,3,0,2,1.071454091,25.95,1.927116827,1901,30,0.766666667,21.14285714,27.83285714,16
29.99,53.94,1848,1,3,0,2.4,1.086988039,26.35,1.95505618,1878,17,1.764705882,21.57142857,27.81857143,51
29.99,53.94,1828,2,3,0,2.3,1.083062477,26.25,1.947995666,1848,31,0.64516129,19.28571429,27.84714286,38
29.99,53.94,1808,3,3,0,2.1,1.075295805,26.05,1.934026533,1828,12,1.666666667,19.71428571,27.84714286,35
29.99,53.94,1792,4,3,0,2.3,1.083062477,26.25,1.947995666,1808,27,0.592592593,21.14285714,27.83285714,29
29.99,53.94,1764,5,3,0,2,1.071454091,25.95,1.927116827,1792,23,1.217391304,20.28571429,27.83285714,15
29.99,53.94,1754,6,3,0,2.2,1.079165167,26.15,1.940985966,1764,2,5,17.14285714,27.80428571,16
29.99,53.94,1734,0,3,0,2.1,1.075295805,26.05,1.934026533,1754,8,2.5,18,27.79,53
29.99,53.94,1727,1,3,0,2.2,1.079165167,26.15,1.940985966,1734,23,0.304347826,16.71428571,27.81857143,57
29.99,53.94,1703,2,3,0,2.5,1.090942161,26.45,1.962168061,1727,22,1.090909091,18.57142857,27.79,30
29.99,53.94,1682,3,3,0,2.2,1.079165167,26.15,1.940985966,1703,25,0.84,20.42857143,27.77571429,50
29.99,53.94,1652,4,3,0,2.1,1.075295805,26.05,1.934026533,1682,40,0.75,19.14285714,27.80428571,23
29.99,53.94,1628,5,3,0,2.1,1.075295805,26.05,1.934026533,1652,14,1.714285714,19.71428571,27.79,25
29.99,53.94,1615,6,3,0,2,1.071454091,25.95,1.927116827,1628,6,2.166666667,22.28571429,27.81857143,36
29.99,53.94,1585,0,3,0,2,1.071454091,25.95,1.927116827,1615,26,1.153846154,21,27.83285714,30
29.99,53.94,1561,1,3,0,2.7,1.09893734,26.65,1.976548186,1585,14,1.714285714,26,27.76142857,31
29.99,53.94,1535,2,3,0,2.4,1.086988039,26.35,1.95505618,1561,57,0.456140351,24.85714286,27.77571429,73
29.99,53.94,1492,3,3,0,2.3,1.083062477,26.25,1.947995666,1535,17,2.529411765,27.14285714,27.76142857,65
29.99,53.94,1469,4,3,0,2.3,1.083062477,26.25,1.947995666,1492,56,0.410714286,29.57142857,27.73285714,25
29.99,53.94,1435,5,3,0,2,1.071454091,25.95,1.927116827,1469,31,1.096774194,29.42857143,27.74714286,6
29.99,53.94,1409,6,3,0,2,1.071454091,25.95,1.927116827,1435,5,5.2,26.71428571,27.74714286,13
29.99,53.94,1382,0,3,0,2.1,1.075295805,26.05,1.934026533,1409,7,3.857142857,28.57142857,27.73285714,44
29.99,53.94,1364,1,3,0,0,1,23.95,1.798599533,1382,27,0.666666667,26.57142857,28.11857143,68
29.99,53.94,1340,2,3,0,0,1,23.95,1.798599533,1364,43,0.558139535,28.28571429,28.46142857,46
29.99,53.94,1300,3,3,0,0.3,1.010104412,24.25,1.816773324,1340,29,1.379310345,24.14285714,28.74714286,18
29.99,53.94,1257,4,3,0,0,1,23.95,1.798599533,1300,27,1.592592593,23.71428571,29.07571429,19
29.99,53.94,1231,5,3,0,0,1,23.95,1.798599533,1257,28,0.928571429,26.57142857,29.36142857,18
